"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"TKTL1","HAVANA","gene",NA,NA,"ENSG00000007350.12","protein_coding","TKTL1","2","OTTHUMG00000022707.7",NA,"ENSG00000007350",NA
"PAX6","HAVANA","gene",NA,NA,"ENSG00000007372.16","protein_coding","PAX6","1","OTTHUMG00000041447.11",NA,"ENSG00000007372",NA
"RPUSD1","HAVANA","gene",NA,NA,"ENSG00000007376.3","protein_coding","RPUSD1","2","OTTHUMG00000047840.3",NA,"ENSG00000007376",NA
"RHBDF1","HAVANA","gene",NA,NA,"ENSG00000007384.11","protein_coding","RHBDF1","1","OTTHUMG00000060719.14",NA,"ENSG00000007384",NA
"LUC7L","HAVANA","gene",NA,NA,"ENSG00000007392.12","protein_coding","LUC7L","1","OTTHUMG00000060730.11",NA,"ENSG00000007392",NA
"CACNA2D2","HAVANA","gene",NA,NA,"ENSG00000007402.7","protein_coding","CACNA2D2","2","OTTHUMG00000156887.2",NA,"ENSG00000007402",NA
"BAIAP3","HAVANA","gene",NA,NA,"ENSG00000007516.9","protein_coding","BAIAP3","1","OTTHUMG00000047833.4",NA,"ENSG00000007516",NA
"TSR3","HAVANA","gene",NA,NA,"ENSG00000007520.3","protein_coding","TSR3","2","OTTHUMG00000047834.3",NA,"ENSG00000007520",NA
"PIGQ","HAVANA","gene",NA,NA,"ENSG00000007541.10","protein_coding","PIGQ","2","OTTHUMG00000168047.3",NA,"ENSG00000007541",NA
"CRAMP1L","HAVANA","gene",NA,NA,"ENSG00000007545.11","protein_coding","CRAMP1L","2","OTTHUMG00000074087.6",NA,"ENSG00000007545",NA
"TEAD3","HAVANA","gene",NA,NA,"ENSG00000007866.14","protein_coding","TEAD3","2","OTTHUMG00000014571.3",NA,"ENSG00000007866",NA
"SELE","HAVANA","gene",NA,NA,"ENSG00000007908.11","protein_coding","SELE","2","OTTHUMG00000034851.6",NA,"ENSG00000007908",NA
"DNAJC11","HAVANA","gene",NA,NA,"ENSG00000007923.11","protein_coding","DNAJC11","2","OTTHUMG00000001443.3",NA,"ENSG00000007923",NA
"FMO3","HAVANA","gene",NA,NA,"ENSG00000007933.8","protein_coding","FMO3","2","OTTHUMG00000035505.3",NA,"ENSG00000007933",NA
"MYLIP","HAVANA","gene",NA,NA,"ENSG00000007944.10","protein_coding","MYLIP","2","OTTHUMG00000016405.2","ncRNA_host","ENSG00000007944",NA
"NOX1","HAVANA","gene",NA,NA,"ENSG00000007952.13","protein_coding","NOX1","2","OTTHUMG00000022007.1",NA,"ENSG00000007952",NA
"E2F2","HAVANA","gene",NA,NA,"ENSG00000007968.6","protein_coding","E2F2","2","OTTHUMG00000003223.1",NA,"ENSG00000007968",NA
"PSMB1","HAVANA","gene",NA,NA,"ENSG00000008018.8","protein_coding","PSMB1","2","OTTHUMG00000016087.2",NA,"ENSG00000008018",NA
"SYN1","HAVANA","gene",NA,NA,"ENSG00000008056.8","protein_coding","SYN1","2","OTTHUMG00000021454.1",NA,"ENSG00000008056",NA
"JARID2","HAVANA","gene",NA,NA,"ENSG00000008083.9","protein_coding","JARID2","2","OTTHUMG00000014293.1","ncRNA_host","ENSG00000008083",NA
"CDKL5","HAVANA","gene",NA,NA,"ENSG00000008086.6","protein_coding","CDKL5","2","OTTHUMG00000021214.2",NA,"ENSG00000008086",NA
"CAMK1G","HAVANA","gene",NA,NA,"ENSG00000008118.5","protein_coding","CAMK1G","1","OTTHUMG00000036361.1",NA,"ENSG00000008118",NA
"CDK11A","HAVANA","gene",NA,NA,"ENSG00000008128.18","protein_coding","CDK11A","2","OTTHUMG00000000703.14",NA,"ENSG00000008128",NA
"NADK","HAVANA","gene",NA,NA,"ENSG00000008130.11","protein_coding","NADK","2","OTTHUMG00000000942.5",NA,"ENSG00000008130",NA
"TFAP2B","HAVANA","gene",NA,NA,"ENSG00000008196.8","protein_coding","TFAP2B","2","OTTHUMG00000014836.3",NA,"ENSG00000008196",NA
"TFAP2D","HAVANA","gene",NA,NA,"ENSG00000008197.4","protein_coding","TFAP2D","2","OTTHUMG00000014832.1",NA,"ENSG00000008197",NA
"DLEC1","HAVANA","gene",NA,NA,"ENSG00000008226.15","protein_coding","DLEC1","2","OTTHUMG00000131085.18",NA,"ENSG00000008226",NA
"CYTH3","HAVANA","gene",NA,NA,"ENSG00000008256.11","protein_coding","CYTH3","2","OTTHUMG00000023440.3","ncRNA_host","ENSG00000008256",NA
"ADAM22","HAVANA","gene",NA,NA,"ENSG00000008277.10","protein_coding","ADAM22","1","OTTHUMG00000137417.9",NA,"ENSG00000008277",NA
"SYPL1","HAVANA","gene",NA,NA,"ENSG00000008282.3","protein_coding","SYPL1","1","OTTHUMG00000157587.1",NA,"ENSG00000008282",NA
"CYB561","HAVANA","gene",NA,NA,"ENSG00000008283.11","protein_coding","CYB561","2","OTTHUMG00000179116.1",NA,"ENSG00000008283",NA
"SPAG9","HAVANA","gene",NA,NA,"ENSG00000008294.16","protein_coding","SPAG9","1","OTTHUMG00000162316.5","ncRNA_host","ENSG00000008294",NA
"CELSR3","HAVANA","gene",NA,NA,"ENSG00000008300.10","protein_coding","CELSR3","2","OTTHUMG00000133544.2","ncRNA_host","ENSG00000008300",NA
"AASS","HAVANA","gene",NA,NA,"ENSG00000008311.10","protein_coding","AASS","2","OTTHUMG00000157058.1",NA,"ENSG00000008311",NA
"PLEKHG6","HAVANA","gene",NA,NA,"ENSG00000008323.11","protein_coding","PLEKHG6","2","OTTHUMG00000168266.1",NA,"ENSG00000008323",NA
"SS18L2","HAVANA","gene",NA,NA,"ENSG00000008324.6","protein_coding","SS18L2","2","OTTHUMG00000131794.2",NA,"ENSG00000008324",NA
"MPND","HAVANA","gene",NA,NA,"ENSG00000008382.11","protein_coding","MPND","2","OTTHUMG00000181914.2",NA,"ENSG00000008382",NA
"MGST1","HAVANA","gene",NA,NA,"ENSG00000008394.8","protein_coding","MGST1","1","OTTHUMG00000168816.3",NA,"ENSG00000008394",NA
"CRY1","HAVANA","gene",NA,NA,"ENSG00000008405.7","protein_coding","CRY1","1","OTTHUMG00000170005.1",NA,"ENSG00000008405",NA
"PGLYRP1","HAVANA","gene",NA,NA,"ENSG00000008438.4","protein_coding","PGLYRP1","2","OTTHUMG00000182489.1",NA,"ENSG00000008438",NA
"NFIX","HAVANA","gene",NA,NA,"ENSG00000008441.12","protein_coding","NFIX","1","OTTHUMG00000180726.1",NA,"ENSG00000008441",NA
"ST3GAL1","HAVANA","gene",NA,NA,"ENSG00000008513.10","protein_coding","ST3GAL1","2","OTTHUMG00000164534.1",NA,"ENSG00000008513",NA
"MMP25","HAVANA","gene",NA,NA,"ENSG00000008516.12","protein_coding","MMP25","2","OTTHUMG00000177475.1",NA,"ENSG00000008516",NA
"IL32","HAVANA","gene",NA,NA,"ENSG00000008517.12","protein_coding","IL32","2","OTTHUMG00000167498.5","ncRNA_host","ENSG00000008517",NA
"PKD1","HAVANA","gene",NA,NA,"ENSG00000008710.13","protein_coding","PKD1","1","OTTHUMG00000155795.4","ncRNA_host","ENSG00000008710",NA
"MAPK8IP2","HAVANA","gene",NA,NA,"ENSG00000008735.10","protein_coding","MAPK8IP2","2","OTTHUMG00000150181.4",NA,"ENSG00000008735",NA
"MED24","HAVANA","gene",NA,NA,"ENSG00000008838.13","protein_coding","MED24","1","OTTHUMG00000133329.5","ncRNA_host","ENSG00000008838",NA
"RHOBTB2","HAVANA","gene",NA,NA,"ENSG00000008853.12","protein_coding","RHOBTB2","1","OTTHUMG00000097827.3",NA,"ENSG00000008853",NA
"HEATR5B","HAVANA","gene",NA,NA,"ENSG00000008869.7","protein_coding","HEATR5B","1","OTTHUMG00000152158.1",NA,"ENSG00000008869",NA
"SEC62","HAVANA","gene",NA,NA,"ENSG00000008952.12","protein_coding","SEC62","1","OTTHUMG00000158753.4",NA,"ENSG00000008952",NA
"RPS20","HAVANA","gene",NA,NA,"ENSG00000008988.5","protein_coding","RPS20","1","OTTHUMG00000164297.1","ncRNA_host","ENSG00000008988",NA
"CSDE1","HAVANA","gene",NA,NA,"ENSG00000009307.11","protein_coding","CSDE1","1","OTTHUMG00000012060.3",NA,"ENSG00000009307",NA
"UBE3C","HAVANA","gene",NA,NA,"ENSG00000009335.13","protein_coding","UBE3C","2","OTTHUMG00000157239.1",NA,"ENSG00000009335",NA
"REV3L","HAVANA","gene",NA,NA,"ENSG00000009413.11","protein_coding","REV3L","2","OTTHUMG00000016318.3",NA,"ENSG00000009413",NA
"TENM1","HAVANA","gene",NA,NA,"ENSG00000009694.9","protein_coding","TENM1","2","OTTHUMG00000022721.1",NA,"ENSG00000009694",NA
"PAX7","HAVANA","gene",NA,NA,"ENSG00000009709.7","protein_coding","PAX7","2","OTTHUMG00000002433.2",NA,"ENSG00000009709",NA
"MASP2","HAVANA","gene",NA,NA,"ENSG00000009724.12","protein_coding","MASP2","2","OTTHUMG00000002121.1",NA,"ENSG00000009724",NA
"IYD","HAVANA","gene",NA,NA,"ENSG00000009765.10","protein_coding","IYD","2","OTTHUMG00000016347.4",NA,"ENSG00000009765",NA
"FAM76A","HAVANA","gene",NA,NA,"ENSG00000009780.11","protein_coding","FAM76A","1","OTTHUMG00000003729.3",NA,"ENSG00000009780",NA
"TRAF3IP3","HAVANA","gene",NA,NA,"ENSG00000009790.10","protein_coding","TRAF3IP3","1","OTTHUMG00000036480.6",NA,"ENSG00000009790",NA
"POMT2","HAVANA","gene",NA,NA,"ENSG00000009830.7","protein_coding","POMT2","1","OTTHUMG00000171556.2",NA,"ENSG00000009830",NA
"VTA1","HAVANA","gene",NA,NA,"ENSG00000009844.11","protein_coding","VTA1","2","OTTHUMG00000015707.3",NA,"ENSG00000009844",NA
"MLXIPL","HAVANA","gene",NA,NA,"ENSG00000009950.11","protein_coding","MLXIPL","1","OTTHUMG00000129995.6",NA,"ENSG00000009950",NA
"BAZ1B","HAVANA","gene",NA,NA,"ENSG00000009954.6","protein_coding","BAZ1B","2","OTTHUMG00000023847.5",NA,"ENSG00000009954",NA
"RANBP9","HAVANA","gene",NA,NA,"ENSG00000010017.9","protein_coding","RANBP9","2","OTTHUMG00000015642.1",NA,"ENSG00000010017",NA
"ETV7","HAVANA","gene",NA,NA,"ENSG00000010030.9","protein_coding","ETV7","2","OTTHUMG00000014594.1",NA,"ENSG00000010030",NA
"SPRTN","HAVANA","gene",NA,NA,"ENSG00000010072.11","protein_coding","SPRTN","2","OTTHUMG00000038022.1",NA,"ENSG00000010072",NA
"METTL13","HAVANA","gene",NA,NA,"ENSG00000010165.15","protein_coding","METTL13","2","OTTHUMG00000034912.6",NA,"ENSG00000010165",NA
"DYRK4","HAVANA","gene",NA,NA,"ENSG00000010219.9","protein_coding","DYRK4","2","OTTHUMG00000168204.4",NA,"ENSG00000010219",NA
"ZNF207","HAVANA","gene",NA,NA,"ENSG00000010244.12","protein_coding","ZNF207","1","OTTHUMG00000132810.3",NA,"ENSG00000010244",NA
"UQCRC1","HAVANA","gene",NA,NA,"ENSG00000010256.6","protein_coding","UQCRC1","2","OTTHUMG00000133539.3",NA,"ENSG00000010256",NA
"STARD3NL","HAVANA","gene",NA,NA,"ENSG00000010270.9","protein_coding","STARD3NL","2","OTTHUMG00000023659.10",NA,"ENSG00000010270",NA
"CD9","HAVANA","gene",NA,NA,"ENSG00000010278.7","protein_coding","CD9","1","OTTHUMG00000044400.2",NA,"ENSG00000010278",NA
"HHATL","HAVANA","gene",NA,NA,"ENSG00000010282.10","protein_coding","HHATL","1","OTTHUMG00000133043.3",NA,"ENSG00000010282",NA
"NCAPD2","HAVANA","gene",NA,NA,"ENSG00000010292.8","protein_coding","NCAPD2","1","OTTHUMG00000168513.1",NA,"ENSG00000010292",NA
"IFFO1","HAVANA","gene",NA,NA,"ENSG00000010295.15","protein_coding","IFFO1","2","OTTHUMG00000141264.3",NA,"ENSG00000010295",NA
"GIPR","HAVANA","gene",NA,NA,"ENSG00000010310.4","protein_coding","GIPR","1","OTTHUMG00000182129.1","ncRNA_host","ENSG00000010310",NA
"PHF7","HAVANA","gene",NA,NA,"ENSG00000010318.15","protein_coding","PHF7","1","OTTHUMG00000158495.2",NA,"ENSG00000010318",NA
"SEMA3G","HAVANA","gene",NA,NA,"ENSG00000010319.2","protein_coding","SEMA3G","2","OTTHUMG00000158570.1",NA,"ENSG00000010319",NA
"NISCH","HAVANA","gene",NA,NA,"ENSG00000010322.11","protein_coding","NISCH","2","OTTHUMG00000158571.2",NA,"ENSG00000010322",NA
"STAB1","HAVANA","gene",NA,NA,"ENSG00000010327.6","protein_coding","STAB1","2","OTTHUMG00000158574.3",NA,"ENSG00000010327",NA
"FUZ","HAVANA","gene",NA,NA,"ENSG00000010361.9","protein_coding","FUZ","2","OTTHUMG00000167281.2",NA,"ENSG00000010361",NA
"SLC6A13","HAVANA","gene",NA,NA,"ENSG00000010379.11","protein_coding","SLC6A13","2","OTTHUMG00000168053.2",NA,"ENSG00000010379",NA
"IDS","HAVANA","gene",NA,NA,"ENSG00000010404.13","protein_coding","IDS","2","OTTHUMG00000022615.6",NA,"ENSG00000010404",NA
"PRSS3","HAVANA","gene",NA,NA,"ENSG00000010438.12","protein_coding","PRSS3","2","OTTHUMG00000019798.4",NA,"ENSG00000010438",NA
"ZNF200","HAVANA","gene",NA,NA,"ENSG00000010539.7","protein_coding","ZNF200","2","OTTHUMG00000129317.2",NA,"ENSG00000010539",NA
"CD4","HAVANA","gene",NA,NA,"ENSG00000010610.5","protein_coding","CD4","1","OTTHUMG00000168514.1",NA,"ENSG00000010610",NA
"LRRC23","HAVANA","gene",NA,NA,"ENSG00000010626.10","protein_coding","LRRC23","1","OTTHUMG00000156668.2",NA,"ENSG00000010626",NA
"BTK","HAVANA","gene",NA,NA,"ENSG00000010671.11","protein_coding","BTK","2","OTTHUMG00000022022.2",NA,"ENSG00000010671",NA
"HFE","HAVANA","gene",NA,NA,"ENSG00000010704.14","protein_coding","HFE","1","OTTHUMG00000016348.3",NA,"ENSG00000010704",NA
"SCMH1","HAVANA","gene",NA,NA,"ENSG00000010803.12","protein_coding","SCMH1","2","OTTHUMG00000005720.2",NA,"ENSG00000010803",NA
"FYN","HAVANA","gene",NA,NA,"ENSG00000010810.13","protein_coding","FYN","2","OTTHUMG00000016305.8",NA,"ENSG00000010810",NA
"HIVEP2","HAVANA","gene",NA,NA,"ENSG00000010818.4","protein_coding","HIVEP2","2","OTTHUMG00000015713.1",NA,"ENSG00000010818",NA
"FMO1","HAVANA","gene",NA,NA,"ENSG00000010932.11","protein_coding","FMO1","2","OTTHUMG00000035502.2",NA,"ENSG00000010932",NA
"TCEB3","HAVANA","gene",NA,NA,"ENSG00000011007.8","protein_coding","TCEB3","2","OTTHUMG00000002957.3",NA,"ENSG00000011007",NA
"LYPLA2","HAVANA","gene",NA,NA,"ENSG00000011009.6","protein_coding","LYPLA2","2","OTTHUMG00000002961.3",NA,"ENSG00000011009",NA
"CLCN6","HAVANA","gene",NA,NA,"ENSG00000011021.17","protein_coding","CLCN6","2","OTTHUMG00000002299.4",NA,"ENSG00000011021",NA
"MRC2","HAVANA","gene",NA,NA,"ENSG00000011028.9","protein_coding","MRC2","2","OTTHUMG00000179178.1","ncRNA_host","ENSG00000011028",NA
"SLC6A7","HAVANA","gene",NA,NA,"ENSG00000011083.4","protein_coding","SLC6A7","1","OTTHUMG00000130046.3",NA,"ENSG00000011083",NA
"TSPAN9","HAVANA","gene",NA,NA,"ENSG00000011105.7","protein_coding","TSPAN9","2","OTTHUMG00000150333.3",NA,"ENSG00000011105",NA
"BTBD7","HAVANA","gene",NA,NA,"ENSG00000011114.10","protein_coding","BTBD7","2","OTTHUMG00000171269.1",NA,"ENSG00000011114",NA
"APBA3","HAVANA","gene",NA,NA,"ENSG00000011132.7","protein_coding","APBA3","2","OTTHUMG00000180915.2",NA,"ENSG00000011132",NA
"MKS1","HAVANA","gene",NA,NA,"ENSG00000011143.12","protein_coding","MKS1","1","OTTHUMG00000133714.5",NA,"ENSG00000011143",NA
"ABHD5","HAVANA","gene",NA,NA,"ENSG00000011198.3","protein_coding","ABHD5","1","OTTHUMG00000133039.4",NA,"ENSG00000011198",NA
"KAL1","HAVANA","gene",NA,NA,"ENSG00000011201.6","protein_coding","KAL1","2","OTTHUMG00000021107.1",NA,"ENSG00000011201",NA
"AKAP8L","HAVANA","gene",NA,NA,"ENSG00000011243.13","protein_coding","AKAP8L","2","OTTHUMG00000182446.6",NA,"ENSG00000011243",NA
"MBTD1","HAVANA","gene",NA,NA,"ENSG00000011258.11","protein_coding","MBTD1","1","OTTHUMG00000150442.3",NA,"ENSG00000011258",NA
"UTP18","HAVANA","gene",NA,NA,"ENSG00000011260.9","protein_coding","UTP18","2","OTTHUMG00000162370.4",NA,"ENSG00000011260",NA
"RNF216","HAVANA","gene",NA,NA,"ENSG00000011275.14","protein_coding","RNF216","2","OTTHUMG00000155500.2",NA,"ENSG00000011275",NA
"TTC19","HAVANA","gene",NA,NA,"ENSG00000011295.11","protein_coding","TTC19","1","OTTHUMG00000059306.10",NA,"ENSG00000011295",NA
"PTBP1","HAVANA","gene",NA,NA,"ENSG00000011304.12","protein_coding","PTBP1","2","OTTHUMG00000181789.3","ncRNA_host","ENSG00000011304",NA
"DPF1","HAVANA","gene",NA,NA,"ENSG00000011332.15","protein_coding","DPF1","1","OTTHUMG00000157164.3",NA,"ENSG00000011332",NA
"SYT7","HAVANA","gene",NA,NA,"ENSG00000011347.5","protein_coding","SYT7","1","OTTHUMG00000168199.1",NA,"ENSG00000011347",NA
"LARS2","HAVANA","gene",NA,NA,"ENSG00000011376.5","protein_coding","LARS2","2","OTTHUMG00000133177.3",NA,"ENSG00000011376",NA
"PIK3C2A","HAVANA","gene",NA,NA,"ENSG00000011405.9","protein_coding","PIK3C2A","2","OTTHUMG00000166036.1","ncRNA_host","ENSG00000011405",NA
"PLAUR","HAVANA","gene",NA,NA,"ENSG00000011422.7","protein_coding","PLAUR","2","OTTHUMG00000182778.1","ncRNA_host","ENSG00000011422",NA
"ANLN","HAVANA","gene",NA,NA,"ENSG00000011426.6","protein_coding","ANLN","1","OTTHUMG00000023143.5",NA,"ENSG00000011426",NA
"WIZ","HAVANA","gene",NA,NA,"ENSG00000011451.13","protein_coding","WIZ","2","OTTHUMG00000182448.6",NA,"ENSG00000011451",NA
"RABGAP1","HAVANA","gene",NA,NA,"ENSG00000011454.12","protein_coding","RABGAP1","1","OTTHUMG00000020633.4",NA,"ENSG00000011454",NA
"DCN","HAVANA","gene",NA,NA,"ENSG00000011465.12","protein_coding","DCN","1","OTTHUMG00000169998.4",NA,"ENSG00000011465",NA
"QPCTL","HAVANA","gene",NA,NA,"ENSG00000011478.7","protein_coding","QPCTL","2","OTTHUMG00000182131.1",NA,"ENSG00000011478",NA
"PPP5C","HAVANA","gene",NA,NA,"ENSG00000011485.10","protein_coding","PPP5C","1","OTTHUMG00000134287.5",NA,"ENSG00000011485",NA
"CEP68","HAVANA","gene",NA,NA,"ENSG00000011523.9","protein_coding","CEP68","1","OTTHUMG00000129538.3",NA,"ENSG00000011523",NA
"MAP4K3","HAVANA","gene",NA,NA,"ENSG00000011566.10","protein_coding","MAP4K3","2","OTTHUMG00000102127.4","ncRNA_host","ENSG00000011566",NA
"ZBTB32","HAVANA","gene",NA,NA,"ENSG00000011590.9","protein_coding","ZBTB32","1","OTTHUMG00000048118.5",NA,"ENSG00000011590",NA
"TYROBP","HAVANA","gene",NA,NA,"ENSG00000011600.7","protein_coding","TYROBP","2","OTTHUMG00000181739.4",NA,"ENSG00000011600",NA
"TMEM159","HAVANA","gene",NA,NA,"ENSG00000011638.6","protein_coding","TMEM159","1","OTTHUMG00000131559.2",NA,"ENSG00000011638",NA
"GABRA3","HAVANA","gene",NA,NA,"ENSG00000011677.8","protein_coding","GABRA3","2","OTTHUMG00000024183.2","ncRNA_host","ENSG00000011677",NA
"BRCA1","HAVANA","gene",NA,NA,"ENSG00000012048.15","protein_coding","BRCA1","2","OTTHUMG00000157426.5",NA,"ENSG00000012048",NA
"ERCC1","HAVANA","gene",NA,NA,"ENSG00000012061.11","protein_coding","ERCC1","1","OTTHUMG00000182121.1",NA,"ENSG00000012061",NA
"CD22","HAVANA","gene",NA,NA,"ENSG00000012124.10","protein_coding","CD22","2","OTTHUMG00000183298.1","ncRNA_host","ENSG00000012124",NA
"MBTPS2","HAVANA","gene",NA,NA,"ENSG00000012174.7","protein_coding","MBTPS2","2","OTTHUMG00000021237.1","ncRNA_host","ENSG00000012174",NA
"PRICKLE3","HAVANA","gene",NA,NA,"ENSG00000012211.8","protein_coding","PRICKLE3","2","OTTHUMG00000024134.1",NA,"ENSG00000012211",NA
"LTF","HAVANA","gene",NA,NA,"ENSG00000012223.8","protein_coding","LTF","1","OTTHUMG00000156325.15",NA,"ENSG00000012223",NA
"EXTL3","HAVANA","gene",NA,NA,"ENSG00000012232.4","protein_coding","EXTL3","1","OTTHUMG00000102146.3",NA,"ENSG00000012232",NA
"NR1H4","HAVANA","gene",NA,NA,"ENSG00000012504.9","protein_coding","NR1H4","1","OTTHUMG00000170359.4",NA,"ENSG00000012504",NA
"ELOVL5","HAVANA","gene",NA,NA,"ENSG00000012660.9","protein_coding","ELOVL5","2","OTTHUMG00000016249.1",NA,"ENSG00000012660",NA
"ALOX5","HAVANA","gene",NA,NA,"ENSG00000012779.6","protein_coding","ALOX5","2","OTTHUMG00000018081.2",NA,"ENSG00000012779",NA
"KDM5D","HAVANA","gene",NA,NA,"ENSG00000012817.11","protein_coding","KDM5D","2","OTTHUMG00000036508.2",NA,"ENSG00000012817",NA
"CALCOCO1","HAVANA","gene",NA,NA,"ENSG00000012822.11","protein_coding","CALCOCO1","1","OTTHUMG00000170095.3",NA,"ENSG00000012822",NA
"UBR7","HAVANA","gene",NA,NA,"ENSG00000012963.9","protein_coding","UBR7","2","OTTHUMG00000171268.1",NA,"ENSG00000012963",NA
"MAP4K5","HAVANA","gene",NA,NA,"ENSG00000012983.7","protein_coding","MAP4K5","2","OTTHUMG00000170888.2","ncRNA_host","ENSG00000012983",NA
"EHD3","HAVANA","gene",NA,NA,"ENSG00000013016.10","protein_coding","EHD3","2","OTTHUMG00000099365.1",NA,"ENSG00000013016",NA
"PSMC4","HAVANA","gene",NA,NA,"ENSG00000013275.3","protein_coding","PSMC4","2","OTTHUMG00000182577.2",NA,"ENSG00000013275",NA
"MAN2B2","HAVANA","gene",NA,NA,"ENSG00000013288.4","protein_coding","MAN2B2","2","OTTHUMG00000160073.3",NA,"ENSG00000013288",NA
"SLC7A14","HAVANA","gene",NA,NA,"ENSG00000013293.5","protein_coding","SLC7A14","2","OTTHUMG00000158941.2",NA,"ENSG00000013293",NA
"CLDN11","HAVANA","gene",NA,NA,"ENSG00000013297.6","protein_coding","CLDN11","2","OTTHUMG00000158940.3",NA,"ENSG00000013297",NA
"SLC25A39","HAVANA","gene",NA,NA,"ENSG00000013306.11","protein_coding","SLC25A39","1","OTTHUMG00000132628.2",NA,"ENSG00000013306",NA
"MVP","HAVANA","gene",NA,NA,"ENSG00000013364.14","protein_coding","MVP","2","OTTHUMG00000048227.7",NA,"ENSG00000013364",NA
"NUB1","HAVANA","gene",NA,NA,"ENSG00000013374.11","protein_coding","NUB1","2","OTTHUMG00000157365.3",NA,"ENSG00000013374",NA
"PGM3","HAVANA","gene",NA,NA,"ENSG00000013375.11","protein_coding","PGM3","1","OTTHUMG00000015110.6",NA,"ENSG00000013375",NA
"RWDD2A","HAVANA","gene",NA,NA,"ENSG00000013392.6","protein_coding","RWDD2A","2","OTTHUMG00000015109.2",NA,"ENSG00000013392",NA
"CLK1","HAVANA","gene",NA,NA,"ENSG00000013441.11","protein_coding","CLK1","2","OTTHUMG00000132784.3","ncRNA_host","ENSG00000013441",NA
"POLR3B","HAVANA","gene",NA,NA,"ENSG00000013503.5","protein_coding","POLR3B","2","OTTHUMG00000170077.1",NA,"ENSG00000013503",NA
"ANGEL1","HAVANA","gene",NA,NA,"ENSG00000013523.5","protein_coding","ANGEL1","1","OTTHUMG00000171494.2",NA,"ENSG00000013523",NA
"RNF14","HAVANA","gene",NA,NA,"ENSG00000013561.13","protein_coding","RNF14","1","OTTHUMG00000129660.5",NA,"ENSG00000013561",NA
"DNASE1L1","HAVANA","gene",NA,NA,"ENSG00000013563.9","protein_coding","DNASE1L1","1","OTTHUMG00000033188.26",NA,"ENSG00000013563",NA
"DDX11","HAVANA","gene",NA,NA,"ENSG00000013573.12","protein_coding","DDX11","2","OTTHUMG00000168435.5",NA,"ENSG00000013573",NA
"HEBP1","HAVANA","gene",NA,NA,"ENSG00000013583.4","protein_coding","HEBP1","1","OTTHUMG00000168771.1",NA,"ENSG00000013583",NA
"GPRC5A","HAVANA","gene",NA,NA,"ENSG00000013588.5","protein_coding","GPRC5A","2","OTTHUMG00000168710.1","ncRNA_host","ENSG00000013588",NA
"MAMLD1","HAVANA","gene",NA,NA,"ENSG00000013619.9","protein_coding","MAMLD1","2","OTTHUMG00000024157.3",NA,"ENSG00000013619",NA
"CD6","HAVANA","gene",NA,NA,"ENSG00000013725.10","protein_coding","CD6","2","OTTHUMG00000167823.1",NA,"ENSG00000013725",NA
"TACC3","HAVANA","gene",NA,NA,"ENSG00000013810.14","protein_coding","TACC3","1","OTTHUMG00000089535.18",NA,"ENSG00000013810",NA
"UFL1","HAVANA","gene",NA,NA,"ENSG00000014123.9","protein_coding","UFL1","2","OTTHUMG00000015238.1",NA,"ENSG00000014123",NA
"POLA2","HAVANA","gene",NA,NA,"ENSG00000014138.4","protein_coding","POLA2","1","OTTHUMG00000165951.3",NA,"ENSG00000014138",NA
"ZC3H3","HAVANA","gene",NA,NA,"ENSG00000014164.6","protein_coding","ZC3H3","1","OTTHUMG00000165127.2",NA,"ENSG00000014164",NA
"CAPN1","HAVANA","gene",NA,NA,"ENSG00000014216.11","protein_coding","CAPN1","2","OTTHUMG00000165614.1",NA,"ENSG00000014216",NA
"ACPP","HAVANA","gene",NA,NA,"ENSG00000014257.11","protein_coding","ACPP","1","OTTHUMG00000159650.4",NA,"ENSG00000014257",NA
"MDH1","HAVANA","gene",NA,NA,"ENSG00000014641.13","protein_coding","MDH1","1","OTTHUMG00000129512.11",NA,"ENSG00000014641",NA
"SLC30A9","HAVANA","gene",NA,NA,"ENSG00000014824.9","protein_coding","SLC30A9","2","OTTHUMG00000099387.4",NA,"ENSG00000014824",NA
"MTMR11","HAVANA","gene",NA,NA,"ENSG00000014914.15","protein_coding","MTMR11","2","OTTHUMG00000012207.6",NA,"ENSG00000014914",NA
"COX15","HAVANA","gene",NA,NA,"ENSG00000014919.8","protein_coding","COX15","2","OTTHUMG00000018893.1",NA,"ENSG00000014919",NA
"CCDC88C","HAVANA","gene",NA,NA,"ENSG00000015133.14","protein_coding","CCDC88C","1","OTTHUMG00000171099.1",NA,"ENSG00000015133",NA
